date,url,code,time_total,time_connect,time_appconnect,time_starttransfer
2019-11-29 10:45:23,digitec,200,0.214784,0.023675,0.070971,0.110204
2019-11-29 10:45:38,digitec,200,0.178857,0.022814,0.068425,0.097656
2019-11-29 10:45:53,digitec,200,0.511990,0.031022,0.119798,0.393773
2019-11-29 10:46:09,digitec,200,0.427910,0.092874,0.178373,0.266327
2019-11-29 10:46:24,digitec,200,0.249737,0.047706,0.105774,0.151945
2019-11-29 10:46:39,digitec,200,0.305672,0.030883,0.116731,0.175456
2019-11-29 10:46:55,digitec,200,0.245509,0.039339,0.116010,0.168459
2019-11-29 10:47:10,digitec,200,0.277806,0.038670,0.093359,0.128669
2019-11-29 10:47:25,digitec,200,0.253823,0.029967,0.116773,0.173260
2019-11-29 10:47:41,digitec,200,0.282646,0.021495,0.082478,0.134582
2019-11-29 10:47:56,digitec,200,0.272431,0.039135,0.123451,0.183398
2019-11-29 10:48:11,digitec,200,0.232715,0.031201,0.105001,0.151307
2019-11-29 10:48:27,digitec,200,0.179975,0.020207,0.063919,0.095123
2019-11-29 10:48:42,digitec,200,0.262282,0.039850,0.125705,0.175584
2019-11-29 10:48:57,digitec,200,0.223577,0.012271,0.060869,0.102765
2019-11-29 10:49:12,digitec,200,0.184609,0.021848,0.059793,0.098230
2019-11-29 10:49:28,digitec,200,0.201478,0.020594,0.077459,0.129564
